,date_dob,fjc_id,fl_initial,fml_initial,id,name_first,name_last,name_middle
1465,1878-04-09,1692.0,hm,hmm,2317,Hugh,Morris,Martin
1466,1890-11-14,1693.0,jm,jwm,2318,James,Morris,Ward
1467,1922-01-01,1694.0,jm,jwm,2319,Joseph,Morris,Wilson
1468,1906-05-06,141.0,wb,wtb,232,William,Beeks,Trulock
1469,1834-12-03,1695.0,mm,mfm,2320,Martin,Morris,Ferdinand
1470,1853-06-30,1696.0,pm,pm,2321,Page,Morris,
1471,1745-01-01,1697.0,rm,rm,2322,Robert,Morris,
1472,1837-09-24,1698.0,tm,tjm,2323,Thomas,Morris,John
1473,1950-01-01,2753.0,mm,mmm,2324,Margaret,Morrow,M.
1474,1843-07-15,1699.0,wm,wwm,2325,William,Morrow,W.
1475,1775-01-10,2816.0,jm,jsm,2326,James,Morsell,Sewall
1476,1869-08-24,1700.0,jm,jmm,2327,James,Morton,Madison
1477,1916-02-20,1701.0,lm,lcm,2328,Leland,Morton,Clure
1478,1886-08-31,1702.0,gm,gmm,2329,Grover,Moscowitz,M.
1479,1928-04-12,142.0,pb,phb,233,Peter,Beer,Hill
1480,1962-01-01,2969.0,am,am,2330,Alia,Moses,
1481,1950-01-01,1703.0,bm,btm,2331,Barry,Moskowitz,Ted
1482,1956-01-01,3034.0,mm,mwm,2332,Michael,Mosman,W.
1483,1868-01-03,3249.0,jm,jmm,2333,John,Moss,McKenzie
1484,1961-01-01,3561.0,rm,rdm,2334,Randolph,Moss,Daniel
1485,1921-09-14,1704.0,cm,cbm,2335,Constance,Motley,Baker
1486,1943-07-15,1705.0,dm,djm,2336,Diana,Motz,Jane Gribbon
1487,1942-01-01,1706.0,jm,jfm,2337,J.,Motz,Frederick
1488,1918-07-13,1707.0,cm,cam,2338,Charles,Moye,Allen
1489,1918-12-29,1708.0,bm,btm,2339,Bernard,Moynahan,Thomas
1490,1961-01-01,3569.0,wb,wb,234,Wendy,Beetlestone,
1491,1918-02-20,1709.0,cm,cam,2340,Charles,Muecke,Andrew
1492,1957-01-01,3337.0,km,kjm,2341,Kimberly,Mueller,Jo
1493,1914-10-20,1710.0,mm,mm,2342,Malcolm,Muir,
1494,1941-01-01,1711.0,mm,mbm,2343,Michael,Mukasey,B.
1495,1940-01-01,1712.0,gm,gcm,2344,Graham,Mullen,Calder
1496,1918-03-05,1713.0,wm,whm,2345,William,Mulligan,Hughes
1497,1895-03-16,1714.0,cm,chm,2346,Clarence,Mullins,H.
1498,1861-07-07,1715.0,tm,tcm,2347,Thomas,Munger,Charles
1499,1845-10-12,1716.0,wm,whm,2348,William,Munger,Henry
1500,1936-01-01,2801.0,jm,jmm,2349,James,Munley,Martin
1501,1928-07-21,143.0,rb,rrb,235,Robert,Beezer,R.
1502,1924-07-26,1717.0,hm,hgm,2350,Howard,Munson,G.
1503,1957-01-01,2832.0,cm,cm,2351,Carlos,Murguia,
1504,1960-01-01,2885.0,mm,mhm,2352,Mary,Murguia,Helen
1505,1920-06-20,1718.0,fm,fdm,2353,Francis,Murnaghan,Dominic
1506,1883-12-01,1719.0,tm,tam,2354,Thomas,Murphree,Alexander
1507,1934-01-01,1720.0,dm,dem,2355,Diana,Murphy,E.
1508,1904-03-13,1721.0,em,epm,2356,Edward,Murphy,Preston
1509,1890-04-13,1722.0,fm,fm,2357,Frank,Murphy,
1510,1948-01-01,2766.0,gm,gpm,2358,G.,Murphy,Patrick
1511,1927-01-01,1723.0,hm,hlm,2359,Harold,Murphy,Lloyd
1512,1948-01-01,2924.0,rb,rrb,236,Ralph,Beistline,R.
1513,1902-04-26,1724.0,jm,jwm,2360,John,Murphy,William
1514,1947-01-01,1725.0,mm,mrm,2361,Michael,Murphy,R.
1515,1962-01-01,3180.0,sm,sjm,2362,Stephen,Murphy,Joseph
1516,1905-12-03,1726.0,tm,tfm,2363,Thomas,Murphy,Francis
1517,1904-10-27,1727.0,am,apm,2364,Alfred,Murrah,Paul
1518,1904-04-06,1728.0,fm,fjm,2365,Frank,Murray,Jerome
1519,1923-12-29,1729.0,hm,hfm,2366,Herbert,Murray,Frazier
1520,1908-11-20,1730.0,wm,wdm,2367,William,Murray,Daniel
1521,1941-01-01,1731.0,jm,jgm,2368,John,Murtha,Garvan
1522,1927-01-01,3208.0,rm,rkm,2369,R.,Musgrave,Kenton
1523,1920-03-27,144.0,db,dob,237,David,Belew,Owen
1524,1874-03-07,1733.0,fm,fkm,2370,Francis,Myers,Kerschner
1525,1951-01-01,3361.0,sm,sem,2371,Sue,Myerscough,Ellen
1526,1922-06-08,1734.0,jn,jfn,2372,John,Nangle,Francis
1527,1905-10-07,2696.0,an,ajn,2373,Alexander,Napoli,J.
1528,1972-01-01,3393.0,an,ajn,2374,Alison,Nathan,Julie
1529,1967-01-01,3255.0,gn,gmn,2375,Gloria,Navarro,Maria
1530,1912-05-02,1735.0,en,ern,2376,Edward,Neaher,Raymond
1531,1923-01-01,1736.0,wn,wjn,2377,William,Nealon,Joseph
1532,1875-07-06,1737.0,cn,cn,2378,Colin,Neblett,
1533,1916-10-03,1738.0,cn,cgn,2379,Charles,Neese,Gelbert
1534,1918-10-31,145.0,gb,gbb,238,Griffin,Bell,Boyette
1535,1945-01-01,3154.0,jn,jtn,2380,Janet,Neff,T.
1536,1914-08-23,1739.0,mn,man,2381,Marshall,Neill,Allen
1537,1956-08-27,3094.0,sn,sbn,2382,Susan,Neilson,Bieke
1538,1932-08-14,1740.0,dn,dan,2383,David,Nelson,Aldrich
1539,1933-12-02,1741.0,dn,dsn,2384,David,Nelson,Sutherland
1540,1928-01-01,1742.0,dn,dwn,2385,Dorothy,Nelson,Wright
1541,1940-02-10,1743.0,en,eln,2386,Edwin,Nelson,L.
1542,1826-05-12,1744.0,rn,rrn,2387,Rensselaer,Nelson,Russell
1543,1792-11-10,1745.0,sn,sn,2388,Samuel,Nelson,
1544,1952-01-01,3339.0,sn,srn,2389,Susan,Nelson,Richard
1545,1906-04-01,146.0,jb,jsb,239,Jesse,Bell,Spencer
1546,1936-11-14,1746.0,tn,tgn,2390,Thomas,Nelson,G.
1547,1827-03-04,1747.0,tn,tln,2391,Thomas,Nelson,Leverett
1548,1932-07-19,1748.0,ln,lcn,2392,Lenore,Nesbitt,Carrero
1549,1862-01-24,1749.0,jn,jn,2393,Jeremiah,Neterer,
1550,1928-01-01,1750.0,an,ahn,2394,Alan,Nevas,Harris
1551,1909-11-05,1751.0,pn,pn,2395,Philip,Neville,
1552,1875-08-02,1752.0,rn,rrn,2396,Robert,Nevin,Reasoner
1553,1927-01-01,1753.0,sn,san,2397,Stewart,Newblatt,Albert
1554,1923-01-18,1754.0,cn,ccn,2398,Clarence,Newcomer,Charles
1555,1907-10-28,3209.0,bn,bn,2399,Bernard,Newman,
1556,1843-01-29,,wm,wm,24,William,McKinley,
1557,1880-11-01,147.0,rb,rcb,240,Robert,Bell,Cook
1558,1932-01-01,1755.0,jn,jon,2400,Jon,Newman,Ormond
1559,1927-01-01,1756.0,pn,pn,2401,Pauline,Newman,
1560,1843-06-23,1757.0,wn,wtn,2402,William,Newman,Truslow
1561,1965-01-01,3227.0,jn,jhn,2403,Jacqueline,Nguyen,Hong-Ngoc
1562,1912-03-19,1758.0,fn,fjn,2404,Fred,Nichol,Joseph
1563,1907-08-11,1759.0,pn,pn,2405,Philip,Nichols,
1564,1918-08-02,1760.0,en,ehn,2406,Eugene,Nickerson,Hoffman
1565,1933-01-01,1761.0,wn,wmn,2407,William,Nickerson,M.
1566,1793-10-07,1762.0,jn,jcn,2408,John,Nicoll,Cochran
1567,1868-08-07,1763.0,jn,jpn,2409,John,Nields,Percy
1568,1944-01-01,148.0,rb,rhb,241,Robert,Bell,Holmes
1569,1919-06-14,1764.0,ln,lcn,2410,Leland,Nielsen,Chris
1570,1934-01-01,1765.0,wn,wfn,2411,William,Nielsen,Fremming
1571,1941-01-01,1766.0,pn,pvn,2412,Paul,Niemeyer,Victor
1572,1925-08-07,1767.0,hn,hwn,2413,Helen,Nies,Wilson
1573,1850-10-21,1768.0,hn,hcn,2414,Henry,Niles,Clay
1574,1938-09-14,1769.0,rn,rwn,2415,Ralph,Nimmons,Wilson
1575,1933-01-01,1770.0,jn,jtn,2416,John,Nixon,Trice
1576,1820-08-31,1771.0,jn,jtn,2417,John,Nixon,Thompson
1577,1928-01-01,1772.0,wn,wln,2418,Walter,Nixon,Louis
1578,1909-10-28,1773.0,jn,jln,2419,James,Noel,Latane
1579,1925-12-31,149.0,sb,shb,242,Samuel,Bell,H.
1580,1920-04-22,1774.0,jn,jen,2420,James,Noland,Ellsworth
1581,1906-05-12,1775.0,gn,gfn,2421,Gregory,Noonan,Francis
1582,1926-01-01,1776.0,jn,jtn,2422,John,Noonan,T.
1583,1869-05-11,1777.0,fn,fhn,2423,Frank,Norcross,Herbert
1584,1926-01-01,1778.0,jn,jan,2424,John,Nordberg,Albert
1585,1888-02-04,1779.0,gn,ghn,2425,Gunnar,Nordbye,Hans
1586,1937-01-01,1780.0,cn,crn,2426,Charles,Norgle,Ronald
1587,1935-01-01,1781.0,an,aen,2427,Alan,Norris,Eugene
1588,1927-01-01,1782.0,wn,wan,2428,William,Norris,Albert
1589,1869-04-26,1783.0,en,en,2429,Elliott,Northcott,
1590,1839-11-21,150.0,cb,cbb,243,Charles,Bellinger,Byron
1591,1911-06-12,1784.0,en,esn,2430,Edward,Northrop,Skottowe
1592,1946-01-01,1785.0,dn,dcn,2431,David,Norton,C.
1593,1827-09-16,3276.0,cn,ccn,2432,Charles,Nott,Cooper
1594,1948-01-01,1786.0,en,ewn,2433,Edward,Nottingham,Willis
1595,1937-01-01,1787.0,jn,jrn,2434,James,Nowlin,Robertson
1596,1865-08-08,1788.0,wn,wcn,2435,Walter,Noyes,Chadwick
1597,1952-01-01,3418.0,dn,don,2436,David,Nuffer,Ogden
1598,1948-01-01,1789.0,dn,dcn,2437,Donald,Nugent,C.
1599,1964-01-01,3466.0,tn,tln,2438,Troy,Nunley,Lynne
1600,1940-01-01,1790.0,rn,rln,2439,Richard,Nygaard,Lowell
1601,1919-04-04,151.0,rb,rcb,244,Robert,Belloni,Clinton
1602,1923-01-01,1791.0,do,deo,2440,Donald,O'Brien,Eugene
1603,1880-07-01,1792.0,eo,eao,2441,Ernest,O'Brien,Aloysius
1604,1943-01-01,2937.0,to,tlo,2442,Terrence,O'Brien,L.
1605,1881-07-09,3331.0,ao,ao,2443,Ambrose,O'Connell,
1606,1965-01-01,3468.0,bo,bro,2444,Beverly,O'Connell,Reid
1607,1894-09-08,1793.0,jo,jjo,2445,John,O'Connell,Joseph
1608,1922-10-06,1794.0,eo,eeo,2446,Earl,O'Connor,Eugene
1609,1886-11-10,1795.0,jo,jfo,2447,James,O'Connor,Francis Thaddeus
1610,1965-01-01,3165.0,ro,rco,2448,Reed,O'Connor,Charles
1611,1930-03-26,1796.0,so,sdo,2449,Sandra,O'Connor,Day
1612,1943-01-01,152.0,mb,mlb,245,Monti,Belot,L.
1613,1934-01-01,1797.0,ro,rjo,2450,Robert,O'Conor,J.
1614,1876-10-15,1798.0,do,dwo,2451,Daniel,O'Donoghue,William
1615,1950-01-01,3151.0,lo,lo,2452,Liam,O'Grady,
1616,1930-01-01,1799.0,wo,wco,2453,William,O'Kelley,Clark
1617,1956-01-01,1800.0,ko,kmo,2454,Kathleen,O'Malley,McDonald
1618,1933-01-01,1801.0,jo,jco,2455,John,O'Meara,Corbett
1619,1952-01-01,3135.0,lo,ljo,2456,Lawrence,O'Neill,Joseph
1620,1928-01-01,1802.0,to,tno,2457,Thomas,O'Neill,Newman
1621,1937-01-01,1803.0,do,dfo,2458,Diarmuid,O'Scannlain,Fionntain
1622,1897-12-08,1804.0,co,cpo,2459,Clifford,O'Sullivan,Patrick
1623,1947-01-01,153.0,fb,fpb,246,Fortunato,Benavides,Pedro
1624,1947-01-01,1805.0,go,gao,2460,George,O'Toole,A.
1625,1924-02-21,1806.0,jo,jlo,2461,James,Oakes,Lowell
1626,1919-02-21,1808.0,lo,lfo,2462,Louis,Oberdorfer,Falk
1627,1965-01-01,3379.0,jo,jpo,2463,James,Oetken,Paul
1628,1819-07-27,1809.0,io,iso,2464,Isaac,Ogier,Stockton Keith
1629,1961-01-01,3454.0,fo,fmo,2465,Fernando,Olguin,Manzano
1630,1808-09-21,1810.0,ao,abo,2466,Abram,Olin,Baldwin
1631,1914-12-17,1811.0,jo,jwo,2467,John,Oliver,Watkins
1632,1947-01-01,1812.0,so,so,2468,Solomon,Oliver,
1633,1888-01-14,3311.0,wo,wjo,2469,Webster,Oliver,J.
1634,1958-01-01,3411.0,cb,cab,247,Cathy,Bencivengo,Ann
1635,1944-01-01,1813.0,so,smo,2470,Stephen,Orlofsky,Murray
1636,1858-02-22,1814.0,co,cpo,2471,Charles,Orr,Prentiss
1637,1881-10-26,1815.0,wo,weo,2472,William,Orr,Edwin
1638,1915-10-10,1816.0,wo,who,2473,William,Orrick,Horsley
1639,1953-01-01,3474.0,wo,who,2474,William,Orrick,Horsley
1640,1930-07-15,1817.0,wo,wlo,2475,William,Osteen,Lindsay
1641,1960-01-01,3156.0,wo,wlo,2476,William,Osteen,Lindsay
1642,1951-01-01,2988.0,so,sjo,2477,Samuel,Otero,James
1643,1884-07-07,1818.0,mo,meo,2478,Merrill,Otis,E.
1644,1939-09-19,1819.0,wo,wro,2479,William,Overton,Ray
1645,1824-03-02,154.0,cb,clb,248,Charles,Benedict,Linnaeus
1646,1954-10-04,3087.0,po,pro,2480,Priscilla,Owen,Richman
1647,1922-01-01,1820.0,ro,ro,2481,Richard,Owen,
1648,1971-01-01,3520.0,jo,jbo,2482,John,Owens,Byron
1649,1930-02-01,1821.0,wo,wdo,2483,Wilbur,Owens,Dawson
1650,1966-01-01,3145.0,ho,hso,2484,Halil,Ozerden,Suleyman
1651,1740-10-31,1822.0,wp,wp,2485,William,Paca,
1652,1935-01-01,1823.0,jp,jrp,2486,John,Padova,R.
1653,1947-01-01,1824.0,rp,rap,2487,Richard,Paez,A.
1654,1859-09-22,1825.0,gp,gtp,2488,George,Page,True
1655,1757-01-21,1826.0,ep,ep,2489,Elijah,Paine,
1656,1950-01-01,3066.0,rb,rtb,249,Roger,Benitez,T.
1657,1924-05-20,1827.0,jp,jcp,2490,James,Paine,Carriger
1658,1954-01-01,2802.0,rp,rrp,2491,Rebecca,Pallmeyer,R.
1659,1907-05-14,1828.0,ep,elp,2492,Edmund,Palmieri,Louis
1660,1946-01-01,2844.0,cp,cap,2493,Charles,Pannell,A.
1661,1924-01-01,1829.0,op,omp,2494,Owen,Panner,Murphy
1662,1963-01-01,3573.0,gp,gjp,2495,Gerald,Pappert,John
1663,1837-03-29,1830.0,dp,dap,2496,Don,Pardee,Albert
1664,1777-09-02,1832.0,bp,bp,2497,Benjamin,Parke,
1665,1915-11-17,1833.0,bp,bdp,2498,Barrington,Parker,Daniels
1666,1944-01-01,1834.0,bp,bdp,2499,Barrington,Parker,Daniels
1667,1858-10-27,,tr,tr,25,Theodore,Roosevelt,
1668,1965-01-01,3588.0,ab,ahb,250,Alfred,Bennett,Homer
1669,1938-02-02,1835.0,fp,fip,2500,Fred,Parker,I.
1670,1838-10-15,1836.0,ip,icp,2501,Isaac,Parker,Charles
1671,1937-01-01,1837.0,jp,jap,2502,James,Parker,Aubrey
1672,1885-11-20,1838.0,jp,jjp,2503,John,Parker,Johnston
1673,1928-10-14,1839.0,jp,jvp,2504,John,Parker,Victor
1674,1958-01-01,3515.0,lp,lvp,2505,Linda,Parker,Vivienne
1675,1937-01-01,1840.0,rp,rmp,2506,Robert,Parker,Manley
1676,1902-09-18,1841.0,wp,wlp,2507,William,Parkinson,Lynn
1677,1851-07-23,1842.0,cp,cp,2508,Charles,Parlange,
1678,1788-01-19,1843.0,ap,akp,2509,Albion,Parris,Keith
1679,1914-06-06,155.0,mb,mtb,251,Marion,Bennett,Tinsley
1680,1911-08-13,1844.0,jp,jbp,2510,James,Parsons,Benton
1681,1870-06-22,1845.0,jp,jsp,2511,John,Partridge,Slater
1682,1938-01-01,1846.0,mp,mhp,2512,Marilyn,Patel,Hall
1683,1745-12-24,1847.0,wp,wp,2513,William,Paterson,
1684,1923-01-01,1848.0,rp,rpp,2514,Robert,Patterson,Porter
1685,1891-02-12,1849.0,rp,rpp,2515,Robert,Patterson,Porter
1686,1902-04-26,1850.0,cp,cfp,2516,Charles,Paul,Ferguson
1687,1839-06-30,1851.0,jp,jp,2517,John,Paul,
1688,1883-12-09,1852.0,jp,jp,2518,John,Paul,
1689,1932-01-01,1853.0,mp,mmp,2519,Maurice,Paul,Mitchell
1690,1950-01-01,156.0,mb,mwb,252,Mark,Bennett,W.
1691,1952-01-01,2803.0,wp,whp,2520,William,Pauley,H.
1692,1908-09-06,1854.0,hp,hvp,2521,Harry,Payne,Vearle
1693,1941-01-01,2897.0,jp,jhp,2522,James,Payne,H.
1694,1941-01-01,1855.0,rp,rep,2523,Robert,Payne,E.
1695,1963-01-01,3347.0,bp,byp,2524,Benita,Pearson,Yalonda
1696,1951-01-01,2833.0,mp,mjp,2525,Marsha,Pechman,J.
1697,1805-05-22,3263.0,ep,ep,2526,Ebenezer,Peck,
1698,1790-01-12,1856.0,jp,jhp,2527,James,Peck,Hawkins
1699,1874-02-05,1857.0,jp,jwp,2528,John,Peck,Weld
1700,1913-06-23,1858.0,jp,jwp,2529,John,Peck,Weld
1701,1947-01-01,2996.0,rb,rdb,253,Richard,Bennett,D.
1702,1920-11-03,1859.0,rp,rfp,2530,Robert,Peckham,Francis
1703,1838-11-08,1860.0,rp,rwp,2531,Rufus,Peckham,Wheeler
1704,1843-02-11,3275.0,sp,sjp,2532,Stanton,Peelle,Judkins
1705,1915-12-06,1861.0,wp,wfp,2533,Wilbur,Pell,Frank
1706,1904-11-18,1862.0,mp,mp,2534,Martin,Pence,
1707,1756-10-27,1863.0,np,np,2535,Nathaniel,Pendleton,
1708,1779-11-24,1864.0,pp,pcp,2536,Philip,Pendleton,Clayton
1709,1932-03-19,1865.0,jp,jgp,2537,John,Penn,Garrett
1710,1757-01-01,1866.0,wp,wsp,2538,William,Pennington,Sanford
1711,1805-09-03,1867.0,ip,isp,2539,Isaac,Pennybacker,Samuels
1712,1948-01-01,157.0,db,dvb,254,Dee,Benson,Vance
1713,1964-01-01,3566.0,pp,pp,2540,Pamela,Pepper,
1714,1941-07-20,2824.0,wp,wap,2541,W.,Pepper,Allen
1715,1941-01-01,1868.0,jp,jmp,2542,Juan,Perez-Gimenez,Manuel
1716,1952-01-01,1869.0,cp,cdp,2543,Catherine,Perry,D.
1717,1896-11-30,1870.0,jp,jsp,2544,Joseph,Perry,Samuel
1718,1921-08-03,1871.0,mp,mjp,2545,Matthew,Perry,James
1719,1924-05-25,1872.0,hp,hgp,2546,Hernan,Pesquera,Gregorio
1720,1864-08-13,1873.0,jp,jap,2547,John,Peters,Andrew
1721,1744-06-22,1874.0,rp,rp,2548,Richard,Peters,
1722,1957-01-01,3532.0,jp,jdp,2549,James,Peterson,Donald
1723,1746-06-21,158.0,eb,eb,255,Egbert,Benson,
1724,1951-01-01,3230.0,rp,rmp,2550,Rosanna,Peterson,Malouf
1725,1912-07-06,1875.0,rp,rjp,2551,Raymond,Pettine,James
1726,1926-01-01,1876.0,mp,mrp,2552,Mariana,Pfaelzer,R.
1727,1834-12-31,1877.0,jp,jfp,2553,John,Philips,Finis
1728,1960-01-01,3484.0,gp,gap,2554,Gregory,Phillips,Alan
1729,1909-07-28,1878.0,hp,hp,2555,Harry,Phillips,
1730,1922-01-01,1879.0,jp,jdp,2556,James,Phillips,Dickson
1731,1952-01-01,1880.0,lp,lrp,2557,Layn,Phillips,R.
1732,1969-01-01,3414.0,mp,mep,2558,Mary,Phillips,Elizabeth
1733,1885-11-20,1881.0,op,olp,2559,Orie,Phillips,Leon
1734,1918-06-01,160.0,pb,pb,256,Paul,Benson,
1735,1943-01-01,2967.0,tp,twp,2560,Thomas,Phillips,W.
1736,1957-01-01,2847.0,vp,vap,2561,Virginia,Phillips,A.
1737,1889-10-19,1882.0,fp,fap,2562,Frank,Picard,Albert
1738,1937-01-01,1883.0,cp,cwp,2563,Charles,Pickering,Willis
1739,1737-09-22,1884.0,jp,jp,2564,John,Pickering,
1740,1896-09-03,1885.0,jp,jcp,2565,John,Pickett,Coleman
1741,1924-05-19,1886.0,jp,jp,2566,Jaime,Pieras,
1742,1924-01-01,1887.0,lp,lwp,2567,Lawrence,Pierce,Warren
1743,1940-01-01,1888.0,lp,llp,2568,Lawrence,Piersol,L.
1744,1961-01-01,3497.0,cp,ctp,2569,Cornelia,Pillard,Thayer Livingston
1745,1950-01-01,3070.0,wb,wdb,257,William,Benton,Duane
1746,1891-09-22,1889.0,dp,dap,2570,David,Pine,Andrew
1747,1949-01-01,2851.0,jp,jap,2571,Joel,Pisano,A.
1748,1785-02-23,1890.0,jp,jp,2572,John,Pitman,
1749,1962-01-01,3586.0,rp,rlp,2573,Robert,Pitman,Lee
1750,1858-02-05,1891.0,mp,mp,2574,Mahlon,Pitney,
1751,1916-03-28,1892.0,tp,tvp,2575,Thomas,Pittman,Virgil
1752,1931-01-01,1893.0,sp,sjp,2576,Sheldon,Plager,Jay
1753,1892-06-06,1894.0,cp,cp,2577,Casper,Platt,
1754,1851-03-31,1895.0,jp,jpp,2578,James,Platt,Perry
1755,1925-01-01,1896.0,tp,tcp,2579,Thomas,Platt,Collier
1756,1959-01-01,3448.0,tb,tgb,258,Terrence,Berg,George
1757,1913-03-27,1897.0,rp,rep,2580,Raymond,Plummer,Eugene
1758,1935-01-01,1898.0,pp,pep,2581,Paul,Plunkett,Edward
1759,1947-01-01,3210.0,dp,dcp,2582,Donald,Pogue,Carl
1760,1934-11-15,1900.0,sp,scp,2583,Sam,Pointer,Clyde
1761,1935-11-13,1901.0,np,nhp,2584,Nicholas,Politan,H.
1762,1932-05-09,1902.0,hp,hap,2585,Henry,Politz,Anthony
1763,1906-09-29,1903.0,mp,mp,2586,Milton,Pollack,
1764,1922-12-07,1904.0,lp,lhp,2587,Louis,Pollak,Heilprin
1765,1880-06-16,1905.0,rp,rnp,2588,Robert,Pollard,Nelson
1766,1857-10-05,1906.0,jp,jcp,2589,John,Pollock,Calvin
1767,1954-01-01,3223.0,ib,icb,259,Irene,Berger,Cornelia
1768,1942-01-15,1907.0,fp,fjp,2590,Frank,Polozola,Joseph
1769,1951-01-01,2785.0,dp,dap,2591,Dan,Polster,A.
1770,1946-01-01,1908.0,mp,map,2592,Michael,Ponsor,Adrian
1771,1914-07-25,1909.0,cp,cfp,2593,Cecil,Poole,F.
1772,1938-01-01,1910.0,rp,rsp,2594,Rosemary,Pooler,S.
1773,1902-08-22,1911.0,op,op,2595,Omer,Poos,
1774,1784-01-05,1912.0,np,np,2596,Nathaniel,Pope,
1775,1889-01-26,1913.0,wp,wlp,2597,Walter,Pope,Lyndon
1776,1870-06-14,1914.0,wp,whp,2598,William,Pope,Hayes
1777,1934-01-01,1915.0,jp,jcp,2599,John,Porfilio,Carbone
1778,1857-09-15,2331.0,wt,wht,26,William,Taft,Howard
1779,1943-01-01,2791.0,rb,rmb,260,Richard,Berman,M.
1780,1906-02-06,1916.0,ep,ep,2600,Edmund,Port,
1781,1946-01-01,1917.0,gp,gtp,2601,Gabriel,Porteous,Thomas
1782,1909-09-23,1918.0,dp,dsp,2602,David,Porter,Stewart
1783,1921-03-24,1919.0,dp,djp,2603,Donald,Porter,James
1784,1926-08-13,1920.0,rp,rwp,2604,Robert,Porter,William
1785,1885-01-22,1921.0,gp,glp,2605,Gaston,Porterie,Louis Noel
1786,1939-01-01,1922.0,rp,rap,2606,Richard,Posner,Allen
1787,1766-01-05,1923.0,hp,hp,2607,Henry,Potter,
1788,1918-10-25,1924.0,jp,jwp,2608,John,Potter,William
1789,1923-04-04,1925.0,rp,rdp,2609,Robert,Potter,Daniel
1790,1963-01-01,3450.0,jb,jgb,261,Jesus,Bernal,Gilberto
1791,1902-04-19,1926.0,cp,clp,2610,Charles,Powell,Lawrence
1792,1907-09-19,1927.0,lp,lfp,2611,Lewis,Powell,Franklin
1793,1947-01-01,1928.0,ep,ecp,2612,Edward,Prado,Charles
1794,1928-01-01,1929.0,gp,gcp,2613,George,Pratt,Cheney
1795,1910-11-17,1930.0,jp,jhp,2614,John,Pratt,Helm
1796,1924-07-14,1931.0,pp,pp,2615,Philip,Pratt,
1797,1947-01-01,2744.0,rp,rwp,2616,Robert,Pratt,W.
1798,1959-01-01,3282.0,tp,twp,2617,Tanya,Pratt,Walton
1799,1949-01-01,3061.0,gp,gep,2618,Gene,Pratter,E.K.
1800,1868-04-06,1932.0,cp,cnp,2619,Charles,Pray,Nelson
1801,1948-01-01,161.0,hb,hgb,262,Helen,Berrigan,Ginger
1802,1951-01-01,1933.0,dp,ddp,2620,Dean,Pregerson,D.
1803,1923-01-01,1934.0,hp,hp,2621,Harry,Pregerson,
1804,1782-03-31,1935.0,sp,sp,2622,Samuel,Prentiss,
1805,1949-01-01,1936.0,lp,lap,2623,Loretta,Preska,A.
1806,1942-01-01,2878.0,gp,gap,2624,Gregory,Presnell,A.
1807,1891-08-23,1937.0,ep,ebp,2625,Elijah,Prettyman,Barrett
1808,1919-01-11,1938.0,lp,lrp,2626,Lunsford,Preyer,Richardson
1809,1919-02-12,1939.0,ep,edp,2627,Edward,Price,Dean
1810,1853-02-07,1940.0,hp,hsp,2628,Henry,Priest,Samuel
1811,1857-07-12,1941.0,jp,jcp,2629,Jeter,Pritchard,Connelly
1812,1936-01-01,162.0,wb,wob,263,William,Bertelsman,Odis
1813,1946-01-01,1942.0,pp,pmp,2630,Philip,Pro,Martin
1814,1882-09-04,1943.0,jp,jmp,2631,James,Proctor,McPherson
1815,1960-01-01,3025.0,rp,rdp,2632,R.,Proctor,David
1816,1931-01-01,1944.0,rp,rbp,2633,Robert,Propst,Bruce
1817,1951-01-01,2892.0,sp,sp,2634,Sharon,Prost,
1818,1963-01-01,3560.0,jp,jap,2635,Jill,Pryor,Anne
1819,1962-01-01,3050.0,wp,whp,2636,William,Pryor,Holcombe
1820,1866-11-03,1945.0,mp,mdp,2637,Milton,Purdy,Dwight
1821,1847-11-11,1946.0,tp,trp,2638,Thomas,Purnell,Richard
1822,1913-09-27,1947.0,rp,rjp,2639,Richard,Putnam,Johnson
1823,1945-01-01,2856.0,mb,msb,264,Marsha,Berzon,Siegel
1824,1835-05-26,1948.0,wp,wlp,2640,William,Putnam,LeBaron
1825,1929-01-01,1949.0,jq,jlq,2641,Justin,Quackenbush,Lowe
1826,1843-12-16,1950.0,jq,jvq,2642,Joseph,Quarles,Very
1827,1948-01-01,2982.0,wq,wdq,2643,William,Quarles,D.
1828,1951-01-01,3480.0,nq,niq,2644,Nitza,Quinones Alejandro,Ileana
1829,1937-01-01,1951.0,gq,gjq,2645,Gordon,Quist,Jay
1830,1908-05-22,2697.0,dr,dr,2646,David,Rabinovitz,
1831,1949-01-01,1952.0,rr,rrr,2647,Randall,Rader,Ray
1832,1929-01-06,1953.0,er,er,2648,Edward,Rafeedie,
1833,1951-01-01,1954.0,rr,rr,2649,Reena,Raggi,
1834,1949-01-01,3130.0,fb,fab,265,Francisco,Besosa,Augusto
1835,1885-03-20,1955.0,hr,hr,2650,Heartsill,Ragon,
1836,1945-01-01,1956.0,jr,jdr,2651,John,Rainey,David
1837,1943-01-01,1957.0,jr,jsr,2652,Jed,Rakoff,Saul
1838,1936-01-01,1958.0,sr,shr,2653,Sylvia,Rambo,H.
1839,1944-01-01,1959.0,rr,rar,2654,Raul,Ramirez,Anthony
1840,1960-01-01,3405.0,er,er,2655,Edgardo,Ramos,
